Risk factor,Linked disease,Age group,Year,Sex,Attributable deaths,Attributable YLL,Attributable YLD,Attributable DALY
High blood pressure,Peripheral vascular disease,85+,2015,Females,63.2,298.8,30.7,329.5
High blood pressure,Peripheral vascular disease,85+,2015,Males,33.3,181.6,26.3,207.9
High blood pressure,Peripheral vascular disease,85+,2015,Persons,96.5,480.4,57,537.4
High blood pressure,Peripheral vascular disease,85+,2018,Females,57.6,262.8,26,288.8
High blood pressure,Peripheral vascular disease,85+,2018,Males,44.5,234,23.4,257.5
High blood pressure,Peripheral vascular disease,85+,2018,Persons,102,496.8,49.4,546.3
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),25–34,2003,Females,0.2,11.8,6.7,18.5
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),25–34,2003,Males,0.5,28.8,6.1,34.9
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),25–34,2003,Persons,0.7,40.6,12.8,53.4
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),25–34,2011,Females,0.3,19.9,4.9,24.8
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),25–34,2011,Males,0.4,22.9,5.1,28.1
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),25–34,2011,Persons,0.7,42.8,10,52.8
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),25–34,2015,Females,0,0.8,5.6,6.4
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),25–34,2015,Males,0.7,38.1,5.3,43.5
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),25–34,2015,Persons,0.7,38.9,10.9,49.8
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),25–34,2018,Females,0.4,25.2,5.9,31
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),25–34,2018,Males,1.2,65,6.6,71.6
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),25–34,2018,Persons,1.6,90.2,12.5,102.7
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),35–44,2003,Females,1.1,49.2,6.2,55.3
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),35–44,2003,Males,1.2,57.7,5.8,63.6
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),35–44,2003,Persons,2.3,106.9,12,118.9
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),35–44,2011,Females,0.4,21,5.5,26.5
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),35–44,2011,Males,0.3,16.2,5.6,21.9
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),35–44,2011,Persons,0.8,37.2,11.1,48.3
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),35–44,2015,Females,0.7,30.7,5,35.7
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),35–44,2015,Males,0.3,13.4,5.1,18.5
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),35–44,2015,Persons,1,44.1,10.1,54.3
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),35–44,2018,Females,0.7,34.9,5.1,40.1
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),35–44,2018,Males,0.6,28,5.4,33.4
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),35–44,2018,Persons,1.4,62.9,10.5,73.5
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),45–54,2003,Females,1.5,58.4,15.6,74
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),45–54,2003,Males,2.4,90.1,11,101.1
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),45–54,2003,Persons,4,148.5,26.6,175.1
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),45–54,2011,Females,1.4,54.1,11.4,65.5
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),45–54,2011,Males,0.9,33.1,10.4,43.6
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),45–54,2011,Persons,2.3,87.2,21.8,109
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),45–54,2015,Females,2,71.2,9.6,80.8
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),45–54,2015,Males,1.5,53.9,8.4,62.3
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),45–54,2015,Persons,3.5,125.1,18,143.1
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),45–54,2018,Females,0.4,16.5,9.7,26.2
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),45–54,2018,Males,1.3,47.9,9.6,57.6
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),45–54,2018,Persons,1.7,64.5,19.3,83.8
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),55–64,2003,Females,1.9,51.7,21.7,73.5
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),55–64,2003,Males,2.4,65.1,18.5,83.6
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),55–64,2003,Persons,4.3,116.8,40.3,157.1
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),55–64,2011,Females,3.1,84.8,20.2,105
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),55–64,2011,Males,3.2,87.2,15.9,103.1
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),55–64,2011,Persons,6.3,172,36.2,208.2
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),55–64,2015,Females,5.8,164.1,15.5,179.6
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),55–64,2015,Males,3.9,109.5,14.4,123.9
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),55–64,2015,Persons,9.7,273.6,29.9,303.5
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),55–64,2018,Females,3.7,107.8,15.1,122.9
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),55–64,2018,Males,2.2,63.3,15.8,79.1
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),55–64,2018,Persons,5.8,171.1,30.9,202
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),65–84,2003,Females,34.8,482.4,49.3,531.7
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),65–84,2003,Males,13.5,190.6,17.4,208
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),65–84,2003,Persons,48.3,673,66.7,739.7
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),65–84,2011,Females,29.5,408.9,38.1,447.1
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),65–84,2011,Males,14.6,198.8,13.8,212.6
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),65–84,2011,Persons,44.2,607.7,51.9,659.6
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),65–84,2015,Females,27.7,371.6,35.5,407.1
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),65–84,2015,Males,16.9,230.6,13.8,244.4
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),65–84,2015,Persons,44.6,602.2,49.3,651.5
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),65–84,2018,Females,22.1,293.4,35,328.4
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),65–84,2018,Males,14.5,208.7,14.3,223
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),65–84,2018,Persons,36.6,502.1,49.3,551.4
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),85+,2003,Females,17.3,97.8,24.9,122.7
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),85+,2003,Males,7.9,43.7,5.9,49.6
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),85+,2003,Persons,25.1,141.5,30.8,172.3
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),85+,2011,Females,23.6,130.3,24.8,155.1
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),85+,2011,Males,8.7,48.5,5.4,53.9
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),85+,2011,Persons,32.3,178.8,30.2,209
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),85+,2015,Females,27.3,139.5,24.7,164.2
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),85+,2015,Males,13.7,79.1,6.1,85.2
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),85+,2015,Persons,41,218.6,30.9,249.4
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),85+,2018,Females,23.9,118.5,24.8,143.3
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),85+,2018,Males,9.1,50.5,6.8,57.2
High blood pressure,Rheumatic heart disease (including acute rheumatic fever),85+,2018,Persons,33,169,31.5,200.5
High blood pressure,Stroke,25–34,2003,Females,3.3,187.4,21.2,208.6
High blood pressure,Stroke,25–34,2003,Males,8.5,481.2,51.1,532.3
High blood pressure,Stroke,25–34,2003,Persons,11.8,668.6,72.3,741
High blood pressure,Stroke,25–34,2011,Females,2.7,147.5,19.1,166.7
High blood pressure,Stroke,25–34,2011,Males,4.9,279.2,40.3,319.5
High blood pressure,Stroke,25–34,2011,Persons,7.5,426.8,59.4,486.2
High blood pressure,Stroke,25–34,2015,Females,0.9,47,22.5,69.5
High blood pressure,Stroke,25–34,2015,Males,3.5,193.2,44.5,237.7
High blood pressure,Stroke,25–34,2015,Persons,4.4,240.2,67,307.2
High blood pressure,Stroke,25–34,2018,Females,2.6,147.1,23.6,170.7
High blood pressure,Stroke,25–34,2018,Males,5.2,291.8,52.1,344
High blood pressure,Stroke,25–34,2018,Persons,7.8,438.9,75.8,514.7
High blood pressure,Stroke,35–44,2003,Females,14.5,670.9,59.8,730.6
High blood pressure,Stroke,35–44,2003,Males,20.1,929,95.6,1024.5
High blood pressure,Stroke,35–44,2003,Persons,34.6,1599.8,155.3,1755.2
High blood pressure,Stroke,35–44,2011,Females,7.9,364.4,52.5,416.9
High blood pressure,Stroke,35–44,2011,Males,20.5,936.4,88.1,1024.5
High blood pressure,Stroke,35–44,2011,Persons,28.4,1300.8,140.6,1441.3
High blood pressure,Stroke,35–44,2015,Females,7.1,330.7,64.9,395.6
High blood pressure,Stroke,35–44,2015,Males,15.7,719.8,104.8,824.6
High blood pressure,Stroke,35–44,2015,Persons,22.8,1050.6,169.7,1220.2
High blood pressure,Stroke,35–44,2018,Females,7.8,359.6,68.6,428.2
High blood pressure,Stroke,35–44,2018,Males,19.5,922,102.9,1024.9
High blood pressure,Stroke,35–44,2018,Persons,27.3,1281.6,171.5,1453.2
High blood pressure,Stroke,45–54,2003,Females,46.3,1727.7,152.1,1879.9
High blood pressure,Stroke,45–54,2003,Males,63.1,2331.2,225.8,2557
High blood pressure,Stroke,45–54,2003,Persons,109.4,4059,377.9,4436.9
High blood pressure,Stroke,45–54,2011,Females,49.4,1802.3,175.5,1977.7
High blood pressure,Stroke,45–54,2011,Males,57,2084.8,237.7,2322.6
High blood pressure,Stroke,45–54,2011,Persons,106.4,3887.1,413.2,4300.3
High blood pressure,Stroke,45–54,2015,Females,30.9,1140,181.7,1321.7
High blood pressure,Stroke,45–54,2015,Males,49.9,1856.8,272.7,2129.5
High blood pressure,Stroke,45–54,2015,Persons,80.8,2996.8,454.4,3451.2
High blood pressure,Stroke,45–54,2018,Females,38.7,1424,191.6,1615.6
High blood pressure,Stroke,45–54,2018,Males,53,1968,293.3,2261.3
High blood pressure,Stroke,45–54,2018,Persons,91.7,3392,484.9,3876.9
High blood pressure,Stroke,55–64,2003,Females,80.4,2208.7,250.2,2458.9
High blood pressure,Stroke,55–64,2003,Males,148,4151.3,484.2,4635.5
High blood pressure,Stroke,55–64,2003,Persons,228.4,6360,734.3,7094.4
High blood pressure,Stroke,55–64,2011,Females,75.1,2087.7,281.4,2369.1
High blood pressure,Stroke,55–64,2011,Males,130.9,3626.9,512.7,4139.6
High blood pressure,Stroke,55–64,2011,Persons,206,5714.6,794.1,6508.8
High blood pressure,Stroke,55–64,2015,Females,83.4,2327.3,310.2,2637.5
High blood pressure,Stroke,55–64,2015,Males,130.1,3620.2,559.7,4180
High blood pressure,Stroke,55–64,2015,Persons,213.5,5947.5,870,6817.5
High blood pressure,Stroke,55–64,2018,Females,80.5,2244.7,340.3,2585
High blood pressure,Stroke,55–64,2018,Males,131.2,3673.8,637.1,4311
High blood pressure,Stroke,55–64,2018,Persons,211.8,5918.6,977.4,6896
High blood pressure,Stroke,65–84,2003,Females,1387.5,17426.3,1759.3,19185.6
High blood pressure,Stroke,65–84,2003,Males,1316.7,17562.1,2192.1,19754.2
High blood pressure,Stroke,65–84,2003,Persons,2704.2,34988.4,3951.4,38939.8
High blood pressure,Stroke,65–84,2011,Females,934.1,11537.8,1462.6,13000.4
High blood pressure,Stroke,65–84,2011,Males,887.7,11748.6,1884.7,13633.3
High blood pressure,Stroke,65–84,2011,Persons,1821.8,23286.4,3347.2,26633.7
High blood pressure,Stroke,65–84,2015,Females,824.2,10512.4,1449,11961.4
High blood pressure,Stroke,65–84,2015,Males,809.9,11086,2011.4,13097.4
High blood pressure,Stroke,65–84,2015,Persons,1634.1,21598.4,3460.5,25058.9
High blood pressure,Stroke,65–84,2018,Females,764.8,9971.3,1508.9,11480.2
High blood pressure,Stroke,65–84,2018,Males,800.1,11146.9,2215.5,13362.4
High blood pressure,Stroke,65–84,2018,Persons,1564.9,21118.1,3724.5,24842.6
High blood pressure,Stroke,85+,2003,Females,1851.4,9540.8,736.9,10277.8
High blood pressure,Stroke,85+,2003,Males,755.7,4288.7,459,4747.8
High blood pressure,Stroke,85+,2003,Persons,2607.1,13829.6,1196,15025.5
High blood pressure,Stroke,85+,2011,Females,1816.6,9177.4,762.2,9939.6
High blood pressure,Stroke,85+,2011,Males,720.2,3964.4,501.9,4466.2
High blood pressure,Stroke,85+,2011,Persons,2536.8,13141.8,1264,14405.8
High blood pressure,Stroke,85+,2015,Females,1715.1,8414.1,723,9137.1
High blood pressure,Stroke,85+,2015,Males,754.3,4029.6,510.7,4540.3
High blood pressure,Stroke,85+,2015,Persons,2469.4,12443.6,1233.7,13677.4
High blood pressure,Stroke,85+,2018,Females,1431,6806.5,685.2,7491.7
High blood pressure,Stroke,85+,2018,Males,697,3666.9,526.2,4193.1
High blood pressure,Stroke,85+,2018,Persons,2128,10473.3,1211.5,11684.8
High cholesterol,Coronary heart disease,25–34,2003,Females,11.5,631.9,51,682.9
High cholesterol,Coronary heart disease,25–34,2003,Males,43.5,2421.5,118.1,2539.6
High cholesterol,Coronary heart disease,25–34,2003,Persons,55,3053.4,169.1,3222.5
High cholesterol,Coronary heart disease,25–34,2011,Females,9.3,515.3,53.2,568.4
High cholesterol,Coronary heart disease,25–34,2011,Males,32.1,1808.4,111,1919.4
High cholesterol,Coronary heart disease,25–34,2011,Persons,41.3,2323.7,164.2,2487.8
High cholesterol,Coronary heart disease,25–34,2015,Females,5.4,294.4,54.5,348.9
High cholesterol,Coronary heart disease,25–34,2015,Males,32.5,1828.8,105,1933.8
High cholesterol,Coronary heart disease,25–34,2015,Persons,37.9,2123.2,159.5,2282.7
High cholesterol,Coronary heart disease,25–34,2018,Females,5.3,286.5,64.7,351.2
High cholesterol,Coronary heart disease,25–34,2018,Males,22.3,1247.8,104.8,1352.6
High cholesterol,Coronary heart disease,25–34,2018,Persons,27.6,1534.3,169.4,1703.8
High cholesterol,Coronary heart disease,35–44,2003,Females,33.2,1536.1,302.8,1838.9
High cholesterol,Coronary heart disease,35–44,2003,Males,175.3,8080.8,794.1,8874.9
High cholesterol,Coronary heart disease,35–44,2003,Persons,208.5,9616.9,1096.9,10713.8
High cholesterol,Coronary heart disease,35–44,2011,Females,25.5,1175.9,281.2,1457.1
High cholesterol,Coronary heart disease,35–44,2011,Males,148.7,6805.6,715.8,7521.4
High cholesterol,Coronary heart disease,35–44,2011,Persons,174.2,7981.5,997,8978.5
High cholesterol,Coronary heart disease,35–44,2015,Females,29.1,1349,260.8,1609.8
High cholesterol,Coronary heart disease,35–44,2015,Males,137.1,6275.9,634.9,6910.8
High cholesterol,Coronary heart disease,35–44,2015,Persons,166.1,7624.9,895.7,8520.6
High cholesterol,Coronary heart disease,35–44,2018,Females,25.3,1161.8,247.3,1409.1
High cholesterol,Coronary heart disease,35–44,2018,Males,108.8,5011.1,571.7,5582.8
High cholesterol,Coronary heart disease,35–44,2018,Persons,134.1,6172.8,819,6991.9
High cholesterol,Coronary heart disease,45–54,2003,Females,109.5,4067.7,996.5,5064.2
High cholesterol,Coronary heart disease,45–54,2003,Males,500.9,18515,2814.4,21329.4
High cholesterol,Coronary heart disease,45–54,2003,Persons,610.4,22582.6,3810.9,26393.5
High cholesterol,Coronary heart disease,45–54,2011,Females,96.3,3574.4,965.5,4539.9
High cholesterol,Coronary heart disease,45–54,2011,Males,441,16231.7,2556.4,18788.1
High cholesterol,Coronary heart disease,45–54,2011,Persons,537.4,19806.1,3521.9,23327.9
High cholesterol,Coronary heart disease,45–54,2015,Females,87.3,3196.6,892.9,4089.5
High cholesterol,Coronary heart disease,45–54,2015,Males,426.4,15641.6,2242.9,17884.5
High cholesterol,Coronary heart disease,45–54,2015,Persons,513.7,18838.2,3135.8,21974
High cholesterol,Coronary heart disease,45–54,2018,Females,91.5,3410.6,864,4274.6
High cholesterol,Coronary heart disease,45–54,2018,Males,380.4,14075.5,2118.9,16194.4
High cholesterol,Coronary heart disease,45–54,2018,Persons,471.9,17486.1,2982.9,20468.9
High cholesterol,Coronary heart disease,55–64,2003,Females,210.5,5851.9,1871.8,7723.7
High cholesterol,Coronary heart disease,55–64,2003,Males,789.5,22155.9,4517.1,26672.9
High cholesterol,Coronary heart disease,55–64,2003,Persons,999.9,28007.8,6388.9,34396.7
High cholesterol,Coronary heart disease,55–64,2011,Females,170.6,4688.5,1835,6523.5
High cholesterol,Coronary heart disease,55–64,2011,Males,695.3,19457.7,4309.4,23767
High cholesterol,Coronary heart disease,55–64,2011,Persons,865.9,24146.2,6144.4,30290.5
High cholesterol,Coronary heart disease,55–64,2015,Females,164.6,4565.3,1615.4,6180.7
High cholesterol,Coronary heart disease,55–64,2015,Males,612.7,17183.3,3722.7,20905.9
